Status,Shop code,Business name,Address line 1,Address line 2,Address line 3,Address line 4,Address line 5,Sub-locality,Locality,Administrative area,Country/Region,Postcode,Primary phone,Additional phones,Website,Primary category,Additional categories,Sunday hours,Monday hours,Tuesday hours,Wednesday hours,Thursday hours,Friday hours,Saturday hours,Special hours,From the business,Opening date,Labels,AdWords location extensions phone,Accessibility: Assisted listening devices (has_assisted_listening_devices),Accessibility: Assistive hearing loop (has_hearing_loop),Accessibility: Auracast broadcast audio (has_auracast_broadcast_audio),Accessibility: Wheelchair-accessible car park (has_wheelchair_accessible_parking),Accessibility: Wheelchair-accessible entrance (has_wheelchair_accessible_entrance),Accessibility: Wheelchair-accessible seating (has_wheelchair_accessible_seating),Accessibility: Wheelchair-accessible toilet (has_wheelchair_accessible_restroom),Amenities: Basketball court (has_basketball_court),Amenities: Business centre (has_business_center),Amenities: Car vacuum (has_car_vacuum),Amenities: Concierge (has_concierge),Amenities: Corner shop (has_onsite_convenience_store),Amenities: Elevator (has_elevator),Amenities: Fitness centre (has_fitness_center),Amenities: Gender-neutral toilets (has_restroom_unisex),Amenities: Golf simulator (has_golf_simulator),Amenities: Hot tub (has_hot_tub),Amenities: In-unit washer/dryer (has_in_unit_washer_dryer),Amenities: Maintenance (has_onsite_maintenance),Amenities: Outdoor space (has_private_outdoor_space),Amenities: Pets welcome (welcomes_pets),Amenities: Swimming pool (has_swimming_pool),Amenities: Toilet (has_restroom),Amenities: Wi-Fi (wi_fi),Crowd: LGBTQ+ friendly (welcomes_lgbtq),Crowd: Transgender safe space (is_transgender_safespace),From the business: Identifies as women-owned (is_owned_by_women),Offerings: Assembly service (has_service_assembly),Offerings: Car wash (has_car_wash),Offerings: Diesel fuel (sells_gas_diesel),Offerings: Ethanol-free petrol (sells_gas_ethanol_free),Offerings: Full service fuel (has_full_service_gas),Offerings: Furniture rental (has_furniture_rental),Offerings: Installation services (has_service_installation),Offerings: Oil change (has_oil_change),Offerings: Repair services (has_service_repair),Parking: Free multi-storey car park (has_parking_garage_free),Parking: Free of charge street parking (has_parking_street_free),Parking: Free parking lot (has_parking_lot_free),Parking: On-site parking (has_onsite_parking),Parking: Paid multi-storey car park (has_parking_garage_paid),Parking: Paid parking lot (has_parking_lot_paid),Parking: Paid street parking (has_parking_street_paid),Payments: Cash only (requires_cash_only),Payments: Cheques (pay_check),Payments: Credit cards (pay_credit_card),Payments: Credit cards (pay_credit_card_types_accepted): American Express (american_express),Payments: Credit cards (pay_credit_card_types_accepted): China Union Pay (china_union_pay),Payments: Credit cards (pay_credit_card_types_accepted): Diners Club (diners_club),Payments: Credit cards (pay_credit_card_types_accepted): Discover (discover),Payments: Credit cards (pay_credit_card_types_accepted): JCB (jcb),Payments: Credit cards (pay_credit_card_types_accepted): Mastercard (mastercard),Payments: Credit cards (pay_credit_card_types_accepted): VISA (visa),Payments: Debit cards (pay_debit_card),Payments: NFC mobile payments (pay_mobile_nfc),Pets: Dog park (has_dog_park),Pets: Dogs allowed (welcomes_dogs),Place page URLs: Appointment links (url_appointment),Place page URLs: Facebook (url_facebook),Place page URLs: Instagram (url_instagram),Place page URLs: LinkedIn (url_linkedin),Place page URLs: Pinterest (url_pinterest),Place page URLs: Texting number (url_text_messaging),Place page URLs: TikTok (url_tiktok),Place page URLs: Twitter (url_twitter),Place page URLs: WhatsApp (url_whatsapp),Place page URLs: YouTube (url_youtube),Place page attributes: Primary chat (preferred_messaging_service),Planning: Appointment required (requires_appointments),Recycling: Batteries (has_recycling_batteries),Recycling: Clothing (has_recycling_clothing),Recycling: Electronics (has_recycling_electronics),Recycling: Glass bottles (has_recycling_glass_bottles),Recycling: Ink cartridges (has_recycling_ink_cartridges),Recycling: Light bulbs (has_recycling_light_bulbs),Recycling: Metal cans (has_recycling_metal_cans),Service options: Delivery (has_delivery),Service options: In-store pick-up (has_in_store_pickup),Service options: In-store shopping (has_in_store_shopping),Service options: On-site services (has_onsite_services),Service options: Same-day delivery (has_delivery_same_day),Service options: White glove service (has_white_glove_service)
Published,18019787613912518149,Sun King Store Ipaja Ayobo,FRH3+WP,,,,,,Ayigoro,Oyo,NG,,,,http://ng.sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,10900238297134930993,Sun King Shop Mbarara,"Easy View, Bishop Willis Rd, Complex, Uganda",,,,,,Mbarara,,UG,,0800 203070,,https://www.sunking.com/,Solar Energy Company,Solar energy equipment supplier,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-15:00,,Sun King provides affordable solar energy products and pay-as-you-go financing across Africa.,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Not published,09860249376389197460,Sun King Shop LPG Kayole,PWPC+HW9,Kayole 1 Road,,,,,Nairobi,,KE,,0736 637370,,https://sunking.com/,Gas cylinders supplier,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Not published,SKTZ025,Sun King Shop Kyela,Kalumbulu next to Manoti Lodge,,,,,,Kyela,,TZ,,,,https://www.sunking.com/,Solar Energy Company,Solar energy equipment supplier,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,,Sun King provides affordable solar energy products and pay-as-you-go financing across Africa.,,Tanzania,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,07327328292392361186,Sun King Store Yola,7C9R+F5R,,,,,Karewa,Jimeta,Adamawa,NG,640261,,,https://www.sunking.com/,Corporate office,,,,,,,,,,,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,14310226206725501377,Sun King Store Chongwe,MMFJ+4RW,,,,,,Chongwe,,ZM,,,,http://www.sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,17099322183030730036,Sun King Shop Sori,5577+2QG,,,,,,Karungu,,KE,,0701 179351,,https://sunking.com/,Electronics Retail and Repair Shop,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],,,,,,,,,,,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,,,[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE]
Published,13514178505223436223,Sun King LPG Depot Embu,"Majengo street ,meru -nairobi highway, Located Behind Sun King Solar Shop",,,,,,Embu,,KE,,0710 124473,,https://www.sunking.com/,Solar Energy Company,Solar energy equipment supplier,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-15:00,,Sun King provides affordable solar energy products and pay-as-you-go financing across Africa.,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,01203038315277974917,Sun King Store Ikire,959Q+7CF,,,,,,Ikire,Osun,NG,221104,0701 279 1002,,https://sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,13785523346992400494,Sun King Shop Kakuma,PV58+26,,,,,,Kakuma,,KE,,0701 184741,,https://www.sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,09767504174260510475,Sun King Shop Garden House,H6HJ+8P4,,,,,,Lusaka,,ZM,,,,https://sunking.com/,Solar Energy Company,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-13:00,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,10327097772781792859,Sun King Shop Kipkaren River,Video Show,A104,,,,,Kipkarren,,KE,,0717 877428,,https://sunking.com/,Solar Energy Company,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-15:00,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,https://www.facebook.com/GlobalSunKing,,,,,,https://twitter.com/sunkingglobal,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,06075413724191923658,Sun King Shop Melong,4W9V+FCF,,,,,,Melong,,CM,,,,https://sunking.com/,Solar Energy Company,,,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,08:00-17:00,09:00-13:00,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,03410164925806093098,Sun King Store Calabar,3944+239,,,,,,Ikot Omin,Cross River,NG,,0916 899 5559,,https://www.sunking.com/,Corporate office,,,,,,,,,,,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
Published,03649939712726250720,Sun King Store Dutse,97 Abdullahi Maikano Way,,,,,,Dutse,Jigawa,NG,720101,,,http://ng.sunking.com/,Solar Energy Company,,,,,,,,,,,,,,,,[NOT APPLICABLE],,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,,,,,,,,,,,[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],[NOT APPLICABLE],,[NOT APPLICABLE],[NOT APPLICABLE]
